country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,age_group,house_size_groups
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,No formal education,Self employed,6,1
Tanzania,2017-01-01,Rural,True,Female,Parent,Single/Never Married,Tertiary education,No Income,1,1
Tanzania,2017-01-01,Urban,True,Female,Parent,Divorced/Seperated,Primary education,Informally employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,No Income,3,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Informally employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Tertiary education,No Income,2,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,5,1
Tanzania,2017-01-01,Urban,True,Female,Other,Divorced/Seperated,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Self employed,4,1
Tanzania,2017-01-01,Urban,True,Female,Parent,Divorced/Seperated,Tertiary education,No Income,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,6,2
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,No formal education,Self employed,4,1
Tanzania,2017-01-01,Urban,True,Male,Child,Divorced/Seperated,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,1,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,2,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Divorced/Seperated,Tertiary education,Informally employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Married/Living together,Primary education,Self employed,4,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,5,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Parent,Divorced/Seperated,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed,5,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Parent,Single/Never Married,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Self employed,6,2
Tanzania,2017-01-01,Rural,True,Female,Other,Divorced/Seperated,No formal education,Informally employed,1,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Married/Living together,Tertiary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Spouse,Single/Never Married,Primary education,Informally employed,4,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,No formal education,Self employed,5,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,2,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent,7,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Self employed,1,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Self employed,4,1
Tanzania,2017-01-01,Urban,True,Male,Parent,Divorced/Seperated,No formal education,Informally employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,6,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Secondary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,No formal education,Self employed,3,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Informally employed,1,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,4,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,4,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Divorced/Seperated,No formal education,Formally employed Private,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,4,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,No Income,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,7,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,4,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Widowed,Secondary education,Self employed,4,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Self employed,4,2
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Informally employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Remittance Dependent,4,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent,7,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,6,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Informally employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,No formal education,Self employed,6,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,1,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Tertiary education,No Income,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,No formal education,Self employed,7,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Vocational/Specialised training,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,4,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Male,Other,Divorced/Seperated,Vocational/Specialised training,Informally employed,2,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent,2,1
Tanzania,2017-01-01,Urban,True,Male,Other,Divorced/Seperated,Primary education,Self employed,1,1
Tanzania,2017-01-01,Rural,True,Female,Other,Divorced/Seperated,Primary education,Informally employed,1,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,5,1
Tanzania,2017-01-01,Urban,True,Male,Other,Divorced/Seperated,Secondary education,Remittance Dependent,1,1
Tanzania,2017-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Informally employed,4,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,5,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,No formal education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Child,Married/Living together,No formal education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,5,1
Tanzania,2017-01-01,Urban,True,Male,Parent,Divorced/Seperated,Secondary education,Self employed,1,1
Tanzania,2017-01-01,Urban,True,Female,Child,Divorced/Seperated,No formal education,Remittance Dependent,1,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Self employed,3,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Other Income,3,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Widowed,Primary education,Self employed,6,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,No formal education,Remittance Dependent,5,1
Tanzania,2017-01-01,Rural,True,Female,Spouse,Single/Never Married,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,No Income,7,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Self employed,8,1
Tanzania,2017-01-01,Urban,True,Male,Parent,Divorced/Seperated,Primary education,Informally employed,1,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Single/Never Married,No formal education,Self employed,5,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Vocational/Specialised training,Formally employed Private,2,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Rural,True,Male,Other,Divorced/Seperated,Primary education,Remittance Dependent,1,2
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Self employed,4,1
Tanzania,2017-01-01,Urban,True,Female,Spouse,Single/Never Married,No formal education,Government Dependent,2,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Informally employed,1,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Self employed,5,1
Tanzania,2017-01-01,Urban,True,Female,Parent,Single/Never Married,Primary education,Self employed,2,1
Tanzania,2017-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Informally employed,2,1
Tanzania,2017-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Self employed,3,1
Tanzania,2017-01-01,Rural,True,Female,Parent,Divorced/Seperated,Tertiary education,Remittance Dependent,1,2
